week_start,store_id,product_id,forecast_version,forecast_created_date,forecast_units
2025-10-13,STR001,SKU0003,LAG_4W,2025-09-15,9
2025-10-20,STR001,SKU0003,LAG_4W,2025-09-22,7
2025-10-27,STR001,SKU0003,LAG_4W,2025-09-29,8
2025-11-03,STR001,SKU0003,LAG_4W,2025-10-06,9
2025-11-10,STR001,SKU0003,LAG_4W,2025-10-13,7
2025-11-17,STR001,SKU0003,LAG_4W,2025-10-20,7
2025-11-24,STR001,SKU0003,LAG_4W,2025-10-27,9
2025-12-01,STR001,SKU0003,LAG_4W,2025-11-03,9
2025-12-08,STR001,SKU0003,LAG_4W,2025-11-10,9
2025-12-15,STR001,SKU0003,LAG_4W,2025-11-17,9
2025-12-22,STR001,SKU0003,LAG_4W,2025-11-24,8
2025-12-29,STR001,SKU0003,LAG_4W,2025-12-01,8
2026-01-05,STR001,SKU0003,LAG_4W,2025-12-08,9
2026-01-12,STR001,SKU0003,LAG_4W,2025-12-15,7
2026-01-19,STR001,SKU0003,LAG_4W,2025-12-22,9
2026-01-26,STR001,SKU0003,LAG_4W,2025-12-29,7
2026-02-02,STR001,SKU0003,LAG_4W,2026-01-05,8
2026-02-09,STR001,SKU0003,LAG_4W,2026-01-12,9
2026-02-16,STR001,SKU0003,LAG_4W,2026-01-19,8
2026-02-23,STR001,SKU0003,LAG_4W,2026-01-26,7
2026-03-02,STR001,SKU0003,LAG_4W,2026-02-02,7
2026-03-09,STR001,SKU0003,LAG_4W,2026-02-09,9
2026-03-16,STR001,SKU0003,LAG_4W,2026-02-16,9
2026-03-23,STR001,SKU0003,LAG_4W,2026-02-23,9
2026-03-30,STR001,SKU0003,LAG_4W,2026-03-02,9
2026-04-06,STR001,SKU0003,LAG_4W,2026-03-09,7
2026-04-13,STR001,SKU0003,LAG_4W,2026-03-16,8
2026-04-20,STR001,SKU0003,LAG_4W,2026-03-23,7
2026-04-27,STR001,SKU0003,LAG_4W,2026-03-30,7
2026-05-04,STR001,SKU0003,LAG_4W,2026-04-06,9
2026-05-11,STR001,SKU0003,LAG_4W,2026-04-13,8
2026-05-18,STR001,SKU0003,LAG_4W,2026-04-20,7
2026-05-25,STR001,SKU0003,LAG_4W,2026-04-27,8
2026-06-01,STR001,SKU0003,LAG_4W,2026-05-04,9
2026-06-08,STR001,SKU0003,LAG_4W,2026-05-11,9
2026-06-15,STR001,SKU0003,LAG_4W,2026-05-18,11
2026-06-22,STR001,SKU0003,LAG_4W,2026-05-25,11
2026-06-29,STR001,SKU0003,LAG_4W,2026-06-01,12
2026-07-06,STR001,SKU0003,LAG_4W,2026-06-08,9
2026-07-13,STR001,SKU0003,LAG_4W,2026-06-15,11
2026-07-20,STR001,SKU0003,LAG_4W,2026-06-22,10
2026-07-27,STR001,SKU0003,LAG_4W,2026-06-29,9
2026-08-03,STR001,SKU0003,LAG_4W,2026-07-06,9
2025-06-09,STR001,SKU0006,LAG_4W,2025-05-12,6
2025-06-16,STR001,SKU0006,LAG_4W,2025-05-19,6
2025-06-23,STR001,SKU0006,LAG_4W,2025-05-26,6
2025-06-30,STR001,SKU0006,LAG_4W,2025-06-02,8
2025-07-07,STR001,SKU0006,LAG_4W,2025-06-09,6
2025-07-14,STR001,SKU0006,LAG_4W,2025-06-16,6
2025-07-21,STR001,SKU0006,LAG_4W,2025-06-23,6
2025-07-28,STR001,SKU0006,LAG_4W,2025-06-30,8
2025-08-04,STR001,SKU0006,LAG_4W,2025-07-07,8
2025-08-11,STR001,SKU0006,LAG_4W,2025-07-14,8
2025-08-18,STR001,SKU0006,LAG_4W,2025-07-21,7
2025-08-25,STR001,SKU0006,LAG_4W,2025-07-28,7
2025-09-01,STR001,SKU0006,LAG_4W,2025-08-04,8
2025-09-08,STR001,SKU0006,LAG_4W,2025-08-11,8
2025-09-15,STR001,SKU0006,LAG_4W,2025-08-18,6
2025-09-22,STR001,SKU0006,LAG_4W,2025-08-25,6
2025-09-29,STR001,SKU0006,LAG_4W,2025-09-01,7
2025-10-06,STR001,SKU0006,LAG_4W,2025-09-08,7
2025-10-13,STR001,SKU0006,LAG_4W,2025-09-15,6
2025-10-20,STR001,SKU0006,LAG_4W,2025-09-22,7
2025-10-27,STR001,SKU0006,LAG_4W,2025-09-29,6
2025-11-03,STR001,SKU0006,LAG_4W,2025-10-06,7
2025-11-10,STR001,SKU0006,LAG_4W,2025-10-13,9
2025-11-17,STR001,SKU0006,LAG_4W,2025-10-20,8
2025-11-24,STR001,SKU0006,LAG_4W,2025-10-27,6
2025-12-01,STR001,SKU0006,LAG_4W,2025-11-03,7
2025-12-08,STR001,SKU0006,LAG_4W,2025-11-10,8
2025-12-15,STR001,SKU0006,LAG_4W,2025-11-17,6
2025-12-22,STR001,SKU0006,LAG_4W,2025-11-24,7
2025-12-29,STR001,SKU0006,LAG_4W,2025-12-01,6
2026-01-05,STR001,SKU0006,LAG_4W,2025-12-08,7
2026-01-12,STR001,SKU0006,LAG_4W,2025-12-15,8
2026-01-19,STR001,SKU0006,LAG_4W,2025-12-22,8
2026-01-26,STR001,SKU0006,LAG_4W,2025-12-29,12
2026-02-02,STR001,SKU0006,LAG_4W,2026-01-05,15
2026-02-09,STR001,SKU0006,LAG_4W,2026-01-12,6
2026-02-16,STR001,SKU0006,LAG_4W,2026-01-19,9
2026-02-23,STR001,SKU0006,LAG_4W,2026-01-26,7
2026-03-02,STR001,SKU0006,LAG_4W,2026-02-02,7
2026-03-09,STR001,SKU0006,LAG_4W,2026-02-09,8
2026-03-16,STR001,SKU0006,LAG_4W,2026-02-16,7
2026-03-23,STR001,SKU0006,LAG_4W,2026-02-23,8
2026-03-30,STR001,SKU0006,LAG_4W,2026-03-02,7
2026-04-06,STR001,SKU0006,LAG_4W,2026-03-09,7
2026-04-13,STR001,SKU0006,LAG_4W,2026-03-16,8
2026-04-20,STR001,SKU0006,LAG_4W,2026-03-23,7
2026-04-27,STR001,SKU0006,LAG_4W,2026-03-30,8
2026-05-04,STR001,SKU0006,LAG_4W,2026-04-06,8
2026-05-11,STR001,SKU0006,LAG_4W,2026-04-13,8
2026-05-18,STR001,SKU0006,LAG_4W,2026-04-20,6
2026-05-25,STR001,SKU0006,LAG_4W,2026-04-27,8
2026-06-01,STR001,SKU0006,LAG_4W,2026-05-04,7
2026-06-08,STR001,SKU0006,LAG_4W,2026-05-11,8
2026-06-15,STR001,SKU0006,LAG_4W,2026-05-18,7
2026-06-22,STR001,SKU0006,LAG_4W,2026-05-25,7
2026-06-29,STR001,SKU0006,LAG_4W,2026-06-01,9
2026-07-06,STR001,SKU0006,LAG_4W,2026-06-08,7
2026-07-13,STR001,SKU0006,LAG_4W,2026-06-15,8
2026-07-20,STR001,SKU0006,LAG_4W,2026-06-22,9
2026-07-27,STR001,SKU0006,LAG_4W,2026-06-29,8
2026-08-03,STR001,SKU0006,LAG_4W,2026-07-06,8
2025-04-07,STR001,SKU0007,LAG_4W,2025-03-10,9
2025-04-14,STR001,SKU0007,LAG_4W,2025-03-17,9
2025-04-21,STR001,SKU0007,LAG_4W,2025-03-24,9
2025-04-28,STR001,SKU0007,LAG_4W,2025-03-31,10
2025-05-05,STR001,SKU0007,LAG_4W,2025-04-07,8
2025-05-12,STR001,SKU0007,LAG_4W,2025-04-14,9
2025-05-19,STR001,SKU0007,LAG_4W,2025-04-21,10
2025-05-26,STR001,SKU0007,LAG_4W,2025-04-28,8
2025-06-02,STR001,SKU0007,LAG_4W,2025-05-05,10
2025-06-09,STR001,SKU0007,LAG_4W,2025-05-12,12
2025-06-16,STR001,SKU0007,LAG_4W,2025-05-19,9
2025-06-23,STR001,SKU0007,LAG_4W,2025-05-26,11
2025-06-30,STR001,SKU0007,LAG_4W,2025-06-02,11
2025-07-07,STR001,SKU0007,LAG_4W,2025-06-09,9
2025-07-14,STR001,SKU0007,LAG_4W,2025-06-16,10
2025-07-21,STR001,SKU0007,LAG_4W,2025-06-23,12
2025-07-28,STR001,SKU0007,LAG_4W,2025-06-30,12
2025-08-04,STR001,SKU0007,LAG_4W,2025-07-07,12
2025-08-11,STR001,SKU0007,LAG_4W,2025-07-14,11
2025-08-18,STR001,SKU0007,LAG_4W,2025-07-21,10
2025-08-25,STR001,SKU0007,LAG_4W,2025-07-28,9
2025-09-01,STR001,SKU0007,LAG_4W,2025-08-04,8
2025-09-08,STR001,SKU0007,LAG_4W,2025-08-11,9
2025-09-15,STR001,SKU0007,LAG_4W,2025-08-18,9
2025-09-22,STR001,SKU0007,LAG_4W,2025-08-25,9
2025-09-29,STR001,SKU0007,LAG_4W,2025-09-01,9
2025-10-06,STR001,SKU0007,LAG_4W,2025-09-08,7
2025-10-13,STR001,SKU0007,LAG_4W,2025-09-15,10
2025-10-20,STR001,SKU0007,LAG_4W,2025-09-22,8
2025-10-27,STR001,SKU0007,LAG_4W,2025-09-29,10
2025-11-03,STR001,SKU0007,LAG_4W,2025-10-06,8
2025-11-10,STR001,SKU0007,LAG_4W,2025-10-13,7
2025-11-17,STR001,SKU0007,LAG_4W,2025-10-20,9
2025-11-24,STR001,SKU0007,LAG_4W,2025-10-27,8
2025-12-01,STR001,SKU0007,LAG_4W,2025-11-03,9
2025-12-08,STR001,SKU0007,LAG_4W,2025-11-10,7
2025-12-15,STR001,SKU0007,LAG_4W,2025-11-17,9
2025-12-22,STR001,SKU0007,LAG_4W,2025-11-24,8
2025-12-29,STR001,SKU0007,LAG_4W,2025-12-01,9
2026-01-05,STR001,SKU0007,LAG_4W,2025-12-08,10
2026-01-12,STR001,SKU0007,LAG_4W,2025-12-15,10
2026-01-19,STR001,SKU0007,LAG_4W,2025-12-22,14
2026-01-26,STR001,SKU0007,LAG_4W,2025-12-29,13
2026-02-02,STR001,SKU0007,LAG_4W,2026-01-05,10
2026-02-09,STR001,SKU0007,LAG_4W,2026-01-12,13
2026-02-16,STR001,SKU0007,LAG_4W,2026-01-19,11
2026-02-23,STR001,SKU0007,LAG_4W,2026-01-26,10
2026-03-02,STR001,SKU0007,LAG_4W,2026-02-02,8
2026-03-09,STR001,SKU0007,LAG_4W,2026-02-09,9
2026-03-16,STR001,SKU0007,LAG_4W,2026-02-16,8
2026-03-23,STR001,SKU0007,LAG_4W,2026-02-23,8
2026-03-30,STR001,SKU0007,LAG_4W,2026-03-02,9
2026-04-06,STR001,SKU0007,LAG_4W,2026-03-09,10
2026-04-13,STR001,SKU0007,LAG_4W,2026-03-16,9
2026-04-20,STR001,SKU0007,LAG_4W,2026-03-23,8
2026-04-27,STR001,SKU0007,LAG_4W,2026-03-30,10
2026-05-04,STR001,SKU0007,LAG_4W,2026-04-06,9
2026-05-11,STR001,SKU0007,LAG_4W,2026-04-13,9
2026-05-18,STR001,SKU0007,LAG_4W,2026-04-20,10
2026-05-25,STR001,SKU0007,LAG_4W,2026-04-27,10
2026-06-01,STR001,SKU0007,LAG_4W,2026-05-04,9
2026-06-08,STR001,SKU0007,LAG_4W,2026-05-11,11
2026-06-15,STR001,SKU0007,LAG_4W,2026-05-18,12
2026-06-22,STR001,SKU0007,LAG_4W,2026-05-25,9
2026-06-29,STR001,SKU0007,LAG_4W,2026-06-01,11
2026-07-06,STR001,SKU0007,LAG_4W,2026-06-08,13
2026-07-13,STR001,SKU0007,LAG_4W,2026-06-15,10
2026-07-20,STR001,SKU0007,LAG_4W,2026-06-22,13
2026-07-27,STR001,SKU0007,LAG_4W,2026-06-29,11
2026-08-03,STR001,SKU0007,LAG_4W,2026-07-06,13
2025-03-17,STR001,SKU0008,LAG_4W,2025-02-17,7
2025-03-24,STR001,SKU0008,LAG_4W,2025-02-24,8
2025-03-31,STR001,SKU0008,LAG_4W,2025-03-03,8
2025-04-07,STR001,SKU0008,LAG_4W,2025-03-10,8
2025-04-14,STR001,SKU0008,LAG_4W,2025-03-17,7
2025-04-21,STR001,SKU0008,LAG_4W,2025-03-24,6
2025-04-28,STR001,SKU0008,LAG_4W,2025-03-31,7
2025-05-05,STR001,SKU0008,LAG_4W,2025-04-07,7
2025-05-12,STR001,SKU0008,LAG_4W,2025-04-14,8
2025-05-19,STR001,SKU0008,LAG_4W,2025-04-21,8
2025-05-26,STR001,SKU0008,LAG_4W,2025-04-28,6
2025-06-02,STR001,SKU0008,LAG_4W,2025-05-05,7
2025-06-09,STR001,SKU0008,LAG_4W,2025-05-12,7
2025-06-16,STR001,SKU0008,LAG_4W,2025-05-19,8
2025-06-23,STR001,SKU0008,LAG_4W,2025-05-26,8
2025-06-30,STR001,SKU0008,LAG_4W,2025-06-02,6
2025-07-07,STR001,SKU0008,LAG_4W,2025-06-09,7
2025-07-14,STR001,SKU0008,LAG_4W,2025-06-16,6
2025-07-21,STR001,SKU0008,LAG_4W,2025-06-23,7
2025-07-28,STR001,SKU0008,LAG_4W,2025-06-30,6
2025-08-04,STR001,SKU0008,LAG_4W,2025-07-07,7
2025-08-11,STR001,SKU0008,LAG_4W,2025-07-14,8
2025-08-18,STR001,SKU0008,LAG_4W,2025-07-21,12
2025-08-25,STR001,SKU0008,LAG_4W,2025-07-28,16
2025-09-01,STR001,SKU0008,LAG_4W,2025-08-04,8
2025-09-08,STR001,SKU0008,LAG_4W,2025-08-11,11
2025-09-15,STR001,SKU0008,LAG_4W,2025-08-18,12
2025-09-22,STR001,SKU0008,LAG_4W,2025-08-25,8
2025-09-29,STR001,SKU0008,LAG_4W,2025-09-01,7
2025-10-06,STR001,SKU0008,LAG_4W,2025-09-08,6
2025-10-13,STR001,SKU0008,LAG_4W,2025-09-15,6
2025-10-20,STR001,SKU0008,LAG_4W,2025-09-22,6
2025-10-27,STR001,SKU0008,LAG_4W,2025-09-29,6
2025-11-03,STR001,SKU0008,LAG_4W,2025-10-06,7
2025-11-10,STR001,SKU0008,LAG_4W,2025-10-13,6
2025-11-17,STR001,SKU0008,LAG_4W,2025-10-20,8
2025-11-24,STR001,SKU0008,LAG_4W,2025-10-27,8
2025-12-01,STR001,SKU0008,LAG_4W,2025-11-03,9
2025-12-08,STR001,SKU0008,LAG_4W,2025-11-10,11
2025-12-15,STR001,SKU0008,LAG_4W,2025-11-17,8
2025-12-22,STR001,SKU0008,LAG_4W,2025-11-24,9
2025-12-29,STR001,SKU0008,LAG_4W,2025-12-01,9
2026-01-05,STR001,SKU0008,LAG_4W,2025-12-08,9
2026-01-12,STR001,SKU0008,LAG_4W,2025-12-15,11
2026-01-19,STR001,SKU0008,LAG_4W,2025-12-22,10
2026-01-26,STR001,SKU0008,LAG_4W,2025-12-29,10
2026-02-02,STR001,SKU0008,LAG_4W,2026-01-05,10
2026-02-09,STR001,SKU0008,LAG_4W,2026-01-12,10
2026-02-16,STR001,SKU0008,LAG_4W,2026-01-19,8
2026-02-23,STR001,SKU0008,LAG_4W,2026-01-26,9
2026-03-02,STR001,SKU0008,LAG_4W,2026-02-02,7
2026-03-09,STR001,SKU0008,LAG_4W,2026-02-09,7
2026-03-16,STR001,SKU0008,LAG_4W,2026-02-16,7
2026-03-23,STR001,SKU0008,LAG_4W,2026-02-23,9
2026-03-30,STR001,SKU0008,LAG_4W,2026-03-02,6
2026-04-06,STR001,SKU0008,LAG_4W,2026-03-09,7
2026-04-13,STR001,SKU0008,LAG_4W,2026-03-16,6
2026-04-20,STR001,SKU0008,LAG_4W,2026-03-23,8
2026-04-27,STR001,SKU0008,LAG_4W,2026-03-30,7
2026-05-04,STR001,SKU0008,LAG_4W,2026-04-06,8
2026-05-11,STR001,SKU0008,LAG_4W,2026-04-13,8
2026-05-18,STR001,SKU0008,LAG_4W,2026-04-20,7
2026-05-25,STR001,SKU0008,LAG_4W,2026-04-27,9
2026-06-01,STR001,SKU0008,LAG_4W,2026-05-04,7
2026-06-08,STR001,SKU0008,LAG_4W,2026-05-11,8
2026-06-15,STR001,SKU0008,LAG_4W,2026-05-18,7
2026-06-22,STR001,SKU0008,LAG_4W,2026-05-25,7
2026-06-29,STR001,SKU0008,LAG_4W,2026-06-01,6
2026-07-06,STR001,SKU0008,LAG_4W,2026-06-08,6
2026-07-13,STR001,SKU0008,LAG_4W,2026-06-15,9
2026-07-20,STR001,SKU0008,LAG_4W,2026-06-22,8
2026-07-27,STR001,SKU0008,LAG_4W,2026-06-29,7
2026-08-03,STR001,SKU0008,LAG_4W,2026-07-06,6
2025-03-03,STR001,SKU0010,LAG_4W,2025-02-03,3
2025-03-10,STR001,SKU0010,LAG_4W,2025-02-10,2
2025-03-17,STR001,SKU0010,LAG_4W,2025-02-17,2
2025-03-24,STR001,SKU0010,LAG_4W,2025-02-24,3
2025-03-31,STR001,SKU0010,LAG_4W,2025-03-03,2
2025-04-07,STR001,SKU0010,LAG_4W,2025-03-10,2
2025-04-14,STR001,SKU0010,LAG_4W,2025-03-17,2
2025-04-21,STR001,SKU0010,LAG_4W,2025-03-24,2
2025-04-28,STR001,SKU0010,LAG_4W,2025-03-31,2
2025-05-05,STR001,SKU0010,LAG_4W,2025-04-07,2
2025-05-12,STR001,SKU0010,LAG_4W,2025-04-14,3
2025-05-19,STR001,SKU0010,LAG_4W,2025-04-21,3
2025-05-26,STR001,SKU0010,LAG_4W,2025-04-28,2
2025-06-02,STR001,SKU0010,LAG_4W,2025-05-05,3
2025-06-09,STR001,SKU0010,LAG_4W,2025-05-12,3
2025-06-16,STR001,SKU0010,LAG_4W,2025-05-19,3
2025-06-23,STR001,SKU0010,LAG_4W,2025-05-26,3
2025-06-30,STR001,SKU0010,LAG_4W,2025-06-02,3
2025-07-07,STR001,SKU0010,LAG_4W,2025-06-09,4
2025-07-14,STR001,SKU0010,LAG_4W,2025-06-16,4
2025-07-21,STR001,SKU0010,LAG_4W,2025-06-23,3
2025-07-28,STR001,SKU0010,LAG_4W,2025-06-30,3
2025-08-04,STR001,SKU0010,LAG_4W,2025-07-07,2
2025-08-11,STR001,SKU0010,LAG_4W,2025-07-14,3
2025-08-18,STR001,SKU0010,LAG_4W,2025-07-21,3
2025-08-25,STR001,SKU0010,LAG_4W,2025-07-28,2
2025-09-01,STR001,SKU0010,LAG_4W,2025-08-04,2
2025-09-08,STR001,SKU0010,LAG_4W,2025-08-11,3
2025-09-15,STR001,SKU0010,LAG_4W,2025-08-18,3
2025-09-22,STR001,SKU0010,LAG_4W,2025-08-25,2
2025-09-29,STR001,SKU0010,LAG_4W,2025-09-01,2
2025-10-06,STR001,SKU0010,LAG_4W,2025-09-08,3
2025-10-13,STR001,SKU0010,LAG_4W,2025-09-15,2
2025-10-20,STR001,SKU0010,LAG_4W,2025-09-22,2
2025-10-27,STR001,SKU0010,LAG_4W,2025-09-29,3
2025-11-03,STR001,SKU0010,LAG_4W,2025-10-06,3
2025-11-10,STR001,SKU0010,LAG_4W,2025-10-13,2
2025-11-17,STR001,SKU0010,LAG_4W,2025-10-20,2
2025-11-24,STR001,SKU0010,LAG_4W,2025-10-27,3
2025-12-01,STR001,SKU0010,LAG_4W,2025-11-03,3
2025-12-08,STR001,SKU0010,LAG_4W,2025-11-10,3
2025-12-15,STR001,SKU0010,LAG_4W,2025-11-17,3
2025-12-22,STR001,SKU0010,LAG_4W,2025-11-24,2
2025-12-29,STR001,SKU0010,LAG_4W,2025-12-01,2
2026-01-05,STR001,SKU0010,LAG_4W,2025-12-08,2
2026-01-12,STR001,SKU0010,LAG_4W,2025-12-15,2
2026-01-19,STR001,SKU0010,LAG_4W,2025-12-22,3
2026-01-26,STR001,SKU0010,LAG_4W,2025-12-29,2
2026-02-02,STR001,SKU0010,LAG_4W,2026-01-05,3
2026-02-09,STR001,SKU0010,LAG_4W,2026-01-12,3
2026-02-16,STR001,SKU0010,LAG_4W,2026-01-19,3
2026-02-23,STR001,SKU0010,LAG_4W,2026-01-26,3
2026-03-02,STR001,SKU0010,LAG_4W,2026-02-02,2
2026-03-09,STR001,SKU0010,LAG_4W,2026-02-09,3
2026-03-16,STR001,SKU0010,LAG_4W,2026-02-16,3
2026-03-23,STR001,SKU0010,LAG_4W,2026-02-23,2
2026-03-30,STR001,SKU0010,LAG_4W,2026-03-02,2
2026-04-06,STR001,SKU0010,LAG_4W,2026-03-09,2
2026-04-13,STR001,SKU0010,LAG_4W,2026-03-16,2
2026-04-20,STR001,SKU0010,LAG_4W,2026-03-23,2
2026-04-27,STR001,SKU0010,LAG_4W,2026-03-30,2
2026-05-04,STR001,SKU0010,LAG_4W,2026-04-06,2
2026-05-11,STR001,SKU0010,LAG_4W,2026-04-13,2
2026-05-18,STR001,SKU0010,LAG_4W,2026-04-20,3
2026-05-25,STR001,SKU0010,LAG_4W,2026-04-27,3
2026-06-01,STR001,SKU0010,LAG_4W,2026-05-04,3
2026-06-08,STR001,SKU0010,LAG_4W,2026-05-11,3
2026-06-15,STR001,SKU0010,LAG_4W,2026-05-18,3
2026-06-22,STR001,SKU0010,LAG_4W,2026-05-25,3
2026-06-29,STR001,SKU0010,LAG_4W,2026-06-01,4
2026-07-06,STR001,SKU0010,LAG_4W,2026-06-08,3
2026-07-13,STR001,SKU0010,LAG_4W,2026-06-15,4
